stage,model,fold,split,architecture,activation,alpha,learning_rate_init,batch_size,max_iter,early_stopping,validation_fraction,n_iter_no_change,random_state,fit_time_seconds,score_time_seconds,convergence_warning_count,n_iter,final_loss,best_internal_validation_accuracy,trainable_parameter_count,tp,fn,fp,tn,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,predicted_positive_rate,observed_positive_rate
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,1,train,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.2677502000005916,0.02021210000384599,0,26,0.40625978329549695,0.8124076809453471,769,661,535,351,2960,0.8034169070335034,0.7233326582416573,0.6531620553359684,0.552675585284281,0.8939897311990336,0.5987318840579711,0.844389306345828,0.6660438368122718,0.22453960505879741,0.2653649877967606
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,1,validation,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.2677502000005916,0.02021210000384599,0,26,0.40625978329549695,0.8124076809453471,769,161,138,93,735,0.7950310559006211,0.7130713489409142,0.6338582677165354,0.5384615384615384,0.8876811594202898,0.5822784810126582,0.8396022167288708,0.637727068692054,0.225377107364685,0.2653061224489796
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,2,train,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.2463458999991417,0.021079900092445314,0,23,0.3992669211449557,0.7991137370753324,769,606,590,288,3023,0.8051919236742845,0.7098530892767496,0.6778523489932886,0.5066889632107023,0.9130172153427968,0.5799043062200957,0.8382146165260423,0.6511954474511314,0.19835810960727757,0.2653649877967606
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,2,validation,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.2463458999991417,0.021079900092445314,0,23,0.3992669211449557,0.7991137370753324,769,136,163,94,734,0.771960958296362,0.670661464139725,0.591304347826087,0.45484949832775917,0.8864734299516909,0.5141776937618148,0.8117254778407897,0.6124680818342054,0.20408163265306123,0.2653061224489796
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,3,train,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.2805009000003338,0.020565800019539893,0,32,0.40605014436414816,0.827178729689808,769,702,494,383,2928,0.8054138007543821,0.7356407495436819,0.6470046082949309,0.5869565217391305,0.8843249773482331,0.6155195089872862,0.8503100792029002,0.664734158524496,0.24073663190592412,0.2653649877967606
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,3,validation,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.2805009000003338,0.020565800019539893,0,32,0.40605014436414816,0.827178729689808,769,167,132,94,734,0.7994676131322094,0.7225009290226682,0.6398467432950191,0.5585284280936454,0.8864734299516909,0.5964285714285714,0.8409715153571485,0.6847258007580371,0.2315882874889086,0.2653061224489796
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,4,train,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.27878699998836964,0.02325239998754114,0,30,0.41206548040431557,0.8094534711964549,769,615,581,294,3017,0.8058575549145773,0.712709560409257,0.6765676567656765,0.5142140468227425,0.9112050739957717,0.5843230403800475,0.8434137904562575,0.6604207312465119,0.20168626580874197,0.2653649877967606
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,4,validation,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.27878699998836964,0.02325239998754114,0,30,0.41206548040431557,0.8094534711964549,769,177,122,85,743,0.8163265306122449,0.7446581196581197,0.6755725190839694,0.5919732441471572,0.8973429951690821,0.6310160427807486,0.8618603880891215,0.6809575952749086,0.23247559893522626,0.2653061224489796
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,5,train,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.3010208000196144,0.020776199991814792,0,32,0.4069270450825563,0.8050221565731167,769,584,612,261,3051,0.8063442768411713,0.704744983277592,0.6911242603550296,0.4882943143812709,0.9211956521739131,0.5722684958353749,0.8473608182670092,0.668139378769568,0.18744454303460514,0.2653061224489796
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,5,validation,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.3010208000196144,0.020776199991814792,0,32,0.4069270450825563,0.8050221565731167,769,135,164,49,778,0.8108348134991119,0.6961273572124737,0.7336956521739131,0.451505016722408,0.9407496977025392,0.5590062111801242,0.8501858270009262,0.6635198152651669,0.16341030195381884,0.2655417406749556
