model,family,colsample_bytree,learning_rate,min_child_samples,n_estimators,num_leaves,reg_lambda,subsample,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,train_balanced_accuracy_mean,train_balanced_accuracy_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,test_roc_auc_mean,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,test_pr_auc_mean,test_pr_auc_std,train_pr_auc_mean,train_pr_auc_std,fit_time_mean,score_time_mean
LightGBM native trees=100 lr=0.03 leaves=15 child=10 sub=0.8 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,10,100,15,0.0,0.8,0.805291559824177,0.011677390661490358,0.8271655705046413,0.0027187700167176448,0.710024974645657,0.014623296908725792,0.7419501441430156,0.005550479528352231,0.6785131172410155,0.032081359107332216,0.7258206240635776,0.00551020330583838,0.5070234113712375,0.023035686097287695,0.5603678929765887,0.012258791175994155,0.580170000178206,0.024457694013819954,0.6323772899591988,0.008279614611182543,0.8491508685924813,0.011184441711718705,0.8847091444330231,0.001758076252223152,0.666951207721168,0.020992855959305515,0.7398405725534642,0.0037897635800999935,0.1195131778717041,0.06456613540649414
LightGBM native trees=200 lr=0.03 leaves=15 child=10 sub=0.8 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,10,200,15,0.0,0.8,0.8054690221134402,0.012583915885629177,0.8390576602815811,0.001872445728273317,0.7171967375689577,0.018365261600255964,0.7637171817341181,0.0038701476305150026,0.6692080999124747,0.032550661735457245,0.7420514172518399,0.004058042785952357,0.5290969899665552,0.034782608695652154,0.6031772575250838,0.00871492590019756,0.5904124960836379,0.029227420364017355,0.66540638035686,0.005505140812240987,0.8478736702462539,0.01033341017678406,0.9051425848855867,0.0015655257548124945,0.6666402493487738,0.02168280018640451,0.774707706908981,0.004910766029311428,0.20450901985168457,0.08170127868652344
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=0.8 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,25,200,15,0.0,0.8,0.8019194611198406,0.01245319238277211,0.8364395993297619,0.0016679580490043576,0.7109348327107646,0.016100956623675285,0.7603863618967259,0.003637670437871077,0.6629212691275843,0.03292212549689391,0.7359509767552661,0.00428600069723385,0.5170568561872909,0.0266385387983142,0.5983277591973245,0.008634334878545558,0.5807028094370559,0.026324245373308384,0.6599956828042062,0.005121890272432963,0.8475553785132671,0.010247088542258689,0.9005319262763927,0.001535965952663606,0.6663423776917436,0.021636122705198445,0.7672142412027074,0.00386883939956959,0.20253911018371581,0.08625459671020508
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=0.8 col=1.0 l2=1.0,LightGBM native categorical,1.0,0.03,25,200,15,1.0,0.8,0.8026288374644011,0.013471962956937897,0.8352860452310308,0.003476383410823581,0.7131270341327646,0.01833997283129164,0.7594409810221237,0.006226813401636711,0.6628366683255362,0.033896205236119054,0.7322774427762132,0.006706374099163288,0.5224080267558529,0.03161552454340192,0.5978260869565217,0.012713429972406848,0.5839657539720552,0.02967076080162314,0.6581979166959175,0.00926195135681545,0.8472167753683264,0.009998674803341054,0.898517607740596,0.0015648596398976757,0.6660055447657548,0.019703172609540947,0.7648960705365295,0.003598344659922977,0.17011260986328125,0.06095032691955567
LightGBM native trees=200 lr=0.03 leaves=15 child=10 sub=1.0 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,10,200,15,0.0,1.0,0.8042267860885957,0.012794195605804023,0.836661574846896,0.0027405149917247495,0.7142144287667656,0.01576222609591786,0.7592022045194442,0.005024780797638166,0.6683919758066508,0.03483190210113689,0.7392531109078871,0.008199206596305925,0.5224080267558529,0.025854378715836353,0.5941471571906354,0.011700906812398588,0.5861072058012015,0.025808223824571663,0.658707342068685,0.007239775981911549,0.8477594684949027,0.010812082366478671,0.9031566531874266,0.0016440927322127713,0.6658622334548585,0.02216925040551527,0.7708198283375617,0.002871747052045267,0.17116751670837402,0.069097900390625
LightGBM native trees=100 lr=0.03 leaves=15 child=10 sub=1.0 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,10,100,15,0.0,1.0,0.8060006209604083,0.008584663825935895,0.825878772033408,0.003309379073653263,0.7113627672877975,0.011814934600318792,0.73973900635933,0.007155071180087291,0.6797522217346066,0.024946449195109917,0.723693013495151,0.005841743606881188,0.5096989966555183,0.022742474916387943,0.5561872909698996,0.015973182523424122,0.5822196006367149,0.019156903496460667,0.6288532025759908,0.010768735970321968,0.8485032121687718,0.010779138127223108,0.8829199620495587,0.002370808076610387,0.665783292949009,0.02142370507521828,0.7352225754317981,0.004652956727795779,0.11975703239440919,0.06900091171264648
LightGBM native trees=100 lr=0.03 leaves=15 child=25 sub=1.0 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,25,100,15,0.0,1.0,0.8044034603570365,0.009043167344732938,0.8251688047519101,0.0036312311877407296,0.7096344930501914,0.01107989449149629,0.7373329835539139,0.006966795849450905,0.6752752431887152,0.026264799336284717,0.7246500291204343,0.006634129723766084,0.5076923076923077,0.01884816428575968,0.5501672240802675,0.014607001874195592,0.5793737529428636,0.01839342981933457,0.6253816434993663,0.010741569817353597,0.848402393110816,0.0106760167327547,0.8803969984868152,0.0018488455247790414,0.665661458059229,0.022029446915532956,0.7325423165052001,0.003928978610056271,0.10426979064941407,0.061957263946533205
LightGBM native trees=200 lr=0.03 leaves=15 child=10 sub=0.8 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,10,200,15,0.0,0.8,0.8047588577480573,0.013878681589444346,0.8404777031253168,0.0031499822626290586,0.7184218791915548,0.020026041852267154,0.7659120798592488,0.005998141350599304,0.6640486768390402,0.03194685057626859,0.7446046448687662,0.005334171877936639,0.534448160535117,0.034718232166852096,0.6070234113712375,0.012491538058182657,0.592005196672042,0.03214038548117715,0.6687549580000363,0.008735943443921765,0.8469322944729416,0.010631835120362835,0.9074675413883607,0.0014765621123668555,0.6656074254669623,0.019351122212344585,0.7781216864066065,0.0030452649945616264,0.2052694797515869,0.07441239356994629
LightGBM native trees=100 lr=0.03 leaves=15 child=25 sub=1.0 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,25,100,15,0.0,1.0,0.8049363200373207,0.010454628798090764,0.8255681441212712,0.00245239982942241,0.7104243083555424,0.013880202271219094,0.7392071591199498,0.006091857322427875,0.6763314880196833,0.028699630752010843,0.7232664899426848,0.006288978488658491,0.5090301003344482,0.024154475030458564,0.5551839464882943,0.014834953254994562,0.5806010564762568,0.02288600649166062,0.6280290803509689,0.008964848646099309,0.8492528364130234,0.01054445937494309,0.8806440769027869,0.002338659560033761,0.6655920884147133,0.0226389323959973,0.7327249826327852,0.004023012432466919,0.11511168479919434,0.05676727294921875
LightGBM native trees=100 lr=0.03 leaves=15 child=10 sub=1.0 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,10,100,15,1.0,1.0,0.8026288374644011,0.010871666341950243,0.8241482883079048,0.003439644177855043,0.7065038326959362,0.013564523209573616,0.7361577242833561,0.0065802722801839445,0.6721113678634689,0.030660908691156986,0.7219761173303334,0.008483090061674532,0.5016722408026756,0.02248526597186836,0.5486622073578595,0.01458209321511146,0.5742457607941477,0.022564259515708108,0.6233768695184844,0.010082462661919879,0.8489330471859506,0.010747951367572277,0.8793894073402772,0.0017776166224681247,0.6655526903403024,0.021268732262322888,0.7305225872240424,0.004217372219636253,0.12321901321411133,0.06984624862670899
LightGBM native trees=100 lr=0.03 leaves=31 child=25 sub=0.8 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,25,100,31,1.0,0.8,0.8015640637288198,0.010619268373403932,0.8397232324596523,0.0019371090798367024,0.7053518445874263,0.013940030836266135,0.7578675916264389,0.00431081810773054,0.6690189962959127,0.029879646933345955,0.756837665197173,0.002705478612818252,0.5003344481605352,0.024265360732062934,0.5834448160535117,0.009568374248107022,0.5722128132743011,0.02321468598852487,0.6588818656009957,0.006292667262917563,0.8473513403040951,0.010579755806134204,0.9008969910469972,0.0014779723979942599,0.6650161963847594,0.020855533934666468,0.7717512757987792,0.003537385027693953,0.18123126029968262,0.06388273239135742
LightGBM native trees=200 lr=0.03 leaves=15 child=10 sub=1.0 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,10,200,15,1.0,1.0,0.8031615395405209,0.011594474577403136,0.8352416895024184,0.0034698028060708903,0.7154122838590007,0.015506741286121022,0.7571675536855011,0.00624946142893257,0.6622258526503569,0.03003614609451527,0.7362485064060713,0.007987527818104932,0.5284280936454849,0.027660298499177685,0.5908026755852843,0.013300360418159315,0.5874494751742294,0.024837981748839832,0.6554684699177893,0.009251539967149931,0.8484264126033635,0.010971049735318431,0.89725290505991,0.0016549126504359377,0.6649604259785308,0.02273790645485582,0.7630865850040534,0.003638662492691906,0.17784743309020995,0.06916303634643554
LightGBM native trees=100 lr=0.03 leaves=15 child=10 sub=1.0 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,10,100,15,0.0,1.0,0.8040488509868385,0.010210625165735832,0.82552381792377,0.002809147264119018,0.7076839835593318,0.010861461564124094,0.7374143915852713,0.006012781726637725,0.676953472804992,0.0313516641713168,0.7263378241107395,0.007052648611281317,0.5023411371237458,0.015601209083198118,0.5496655518394649,0.013966965229311762,0.5764718894907186,0.018439226916136784,0.625648936542107,0.00904566836853367,0.8483523691890074,0.010854013143268951,0.8821446303442555,0.001971580888101792,0.6649251718547395,0.021510564176824502,0.735418802742123,0.0042968427904549215,0.12912163734436036,0.07115864753723145
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=0.8 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,25,200,15,0.0,0.8,0.8022740704900387,0.012521499749724855,0.8385252635700867,0.003053126074554076,0.7130990174152994,0.016031481056446712,0.7638889141416947,0.005626019026579549,0.6615370027007847,0.032207573780839424,0.7392791779761401,0.007210185784096841,0.5230769230769231,0.026129799310534576,0.6048494983277591,0.012283857974720352,0.5839718789847466,0.026065848648565138,0.6652629706998012,0.008149626396949225,0.8466733486357105,0.010135550034694012,0.9026834364060152,0.0013559080009498076,0.6649191439503014,0.019844536608482004,0.7716504872160639,0.004079687556149646,0.1711360454559326,0.07533588409423828
LightGBM native trees=100 lr=0.03 leaves=15 child=25 sub=1.0 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,25,100,15,1.0,1.0,0.8029837620429282,0.009988083122919648,0.8231719996243643,0.002932049617004432,0.7069591998407518,0.013453576454161866,0.7356535379854389,0.005936530012960719,0.6729736756498801,0.028703605409828317,0.7182290831914557,0.007716153183123106,0.5023411371237458,0.024703926839624583,0.5491638795986622,0.013732752620500178,0.5749110648775454,0.022231716337057703,0.6222997412030609,0.00894388886197989,0.8491216459673521,0.01090596097266679,0.8786006217604341,0.0019019209992938298,0.6647957770810711,0.021691156081087744,0.7285738230020737,0.0042385129968665804,0.1405970573425293,0.07633886337280274
LightGBM native trees=100 lr=0.03 leaves=15 child=25 sub=1.0 col=1.0 l2=1.0,LightGBM native categorical,1.0,0.03,25,100,15,1.0,1.0,0.8072430145894176,0.010192760294533214,0.8250357080349623,0.0031276571089400387,0.7145584592288236,0.013990055268939103,0.73889817701117,0.006301565575849868,0.6804677601439357,0.027981324857107946,0.7212157494981829,0.0067670366869596755,0.5170568561872909,0.025958003895561528,0.5553511705685619,0.01397497151556934,0.5872343836220926,0.02269905784492054,0.6274059931308417,0.009510763066949104,0.8488231230122916,0.010757614843352534,0.8790283693705024,0.0024845567492045237,0.6647320760108502,0.022392174362479905,0.7288169449927453,0.005066329294736207,0.11612634658813477,0.08168692588806152
LightGBM native trees=200 lr=0.03 leaves=15 child=10 sub=1.0 col=1.0 l2=1.0,LightGBM native categorical,1.0,0.03,10,200,15,1.0,1.0,0.8060006209604081,0.011125201433694193,0.8360403977722518,0.0033445967996312,0.7175583262224343,0.016911180240688974,0.7587260530448093,0.0051495598846744055,0.6705179287423579,0.026754669378656025,0.737203184296324,0.009536262720083271,0.5290969899665552,0.03210702341137122,0.5939799331103679,0.010934971721920952,0.5910863887190482,0.026878752412277714,0.6578056646509143,0.007730326742082695,0.8484857272402732,0.010888338367105295,0.8983788286739639,0.00203407045750154,0.6646181405960763,0.023458695502221117,0.7655243980831912,0.004233932925336084,0.2147279739379883,0.08457140922546387
LightGBM native trees=100 lr=0.03 leaves=31 child=10 sub=0.8 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,10,100,31,0.0,0.8,0.8028064573578293,0.011334877641719357,0.8489528957124568,0.0028850511151758728,0.704915788083077,0.013844188075853983,0.7706655080959934,0.004322568601983852,0.6755095860336755,0.03357247383216421,0.7772882813626991,0.007916454180251402,0.49632107023411365,0.02313259727864959,0.6038461538461538,0.00851694419949623,0.5718546531515764,0.023040039656378183,0.6796351490702863,0.006654573836290715,0.8472610261720351,0.010130895117474663,0.9128279128457036,0.0011962058095152785,0.6643149571990856,0.022730568085995,0.795803971758412,0.002990085474060321,0.16554388999938965,0.06607136726379395
LightGBM native trees=100 lr=0.03 leaves=15 child=10 sub=1.0 col=1.0 l2=1.0,LightGBM native categorical,1.0,0.03,10,100,15,1.0,1.0,0.8061782408538363,0.009973775685997138,0.825656963859236,0.004184167940347628,0.712978828618122,0.014294436320893396,0.7399085347581303,0.008094631950885854,0.6777816949095197,0.0258177853319161,0.7223268878828697,0.008250932859429272,0.51438127090301,0.026026858138252448,0.5571906354515049,0.017334935662044478,0.5846149806012443,0.02336362899868128,0.6289655197447699,0.012257233606958141,0.8486345120204037,0.010816503537519015,0.880005820027581,0.002338161553502405,0.6643040353334497,0.022948352872287026,0.7300920322056343,0.005001686170873784,0.11992788314819336,0.07569184303283691
LightGBM native trees=200 lr=0.03 leaves=15 child=10 sub=1.0 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,10,200,15,0.0,1.0,0.806710312513298,0.008928660227395534,0.837416035668857,0.0042107916294259855,0.718895972827154,0.015846268263544114,0.7614782371038691,0.006921645763411174,0.6714765097214188,0.01965617653450463,0.7385033255439668,0.009365542237888788,0.5317725752508361,0.03290534816387648,0.5996655518394649,0.013763263106055032,0.5930694832835222,0.024623420957165906,0.6618064509907758,0.010393759314167424,0.8476819323929382,0.011223265508977965,0.9044072063214698,0.0022823113104255273,0.6639872989946478,0.0229198004919329,0.7735132008403293,0.0035922510089928432,0.1802922248840332,0.07788920402526855
LightGBM native trees=100 lr=0.03 leaves=31 child=25 sub=0.8 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,25,100,31,0.0,0.8,0.8028070877744874,0.011802000358236354,0.8439830853671573,0.002507808166779338,0.7066250437550581,0.01457082769169629,0.7639181344439181,0.004445349830890718,0.672798490344029,0.03414205444240266,0.7659726749158782,0.004760654570145559,0.5016722408026756,0.023459100891973474,0.5933110367892978,0.008936715194573525,0.5744901409787444,0.02448471849429397,0.6686462291401991,0.006713011962667445,0.8471735307087196,0.010795801277423894,0.9054625800312044,0.0011679443693014924,0.6638345370003886,0.02178825511776522,0.7819754833061531,0.0027107368686632195,0.16040544509887694,0.0732642650604248
LightGBM native trees=100 lr=0.03 leaves=31 child=10 sub=0.8 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,10,100,31,1.0,0.8,0.8012092967544575,0.011774587306691016,0.843494916416128,0.0016157013086543358,0.7051105907685478,0.013967372469155909,0.7643335985158533,0.003981143117333829,0.6682769581132579,0.03470070643095367,0.7626433343763279,0.004648600143098397,0.5003344481605351,0.0225448823362578,0.5956521739130435,0.009745018250390288,0.571892282976438,0.023363636416135456,0.6688163768604305,0.005508531090054197,0.8473900328942696,0.01061139490548731,0.9051213999316359,0.0012542311599813643,0.6636714175933488,0.023585674853657014,0.7800525042980048,0.002377152236824918,0.16725802421569824,0.07305817604064942
LightGBM native trees=100 lr=0.03 leaves=31 child=25 sub=0.8 col=1.0 l2=1.0,LightGBM native categorical,1.0,0.03,25,100,31,1.0,0.8,0.8026291526727303,0.010543016738826846,0.8412319276983904,0.0027591659774819453,0.7054358947398219,0.011859745353124732,0.7610308226208125,0.004982111766540098,0.6739889800198771,0.03237514540475148,0.7580062681313002,0.006862661994224516,0.4983277591973244,0.01844019899945179,0.5901337792642141,0.010790813247425899,0.5727039711733202,0.020029943595936323,0.6635515456696153,0.007400199163271873,0.8473567104761346,0.009260965695439388,0.9028628657117441,0.0010711713019143725,0.6634137923031128,0.02128797209546878,0.7743342776062742,0.0027732796678346283,0.1572423458099365,0.07402067184448242
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=1.0 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,25,200,15,1.0,1.0,0.8044036179612011,0.012120788616054727,0.8341323434767449,0.003506906030289685,0.7151899025683264,0.01796915700297608,0.7561988742916448,0.006019497787485479,0.6675006827195481,0.031043071598634172,0.73285447487047,0.00898198266839661,0.5250836120401338,0.034563239284986766,0.5901337792642141,0.012903372390542095,0.5872266992178478,0.028507189526118838,0.6537035137854145,0.008961103960677242,0.8485886479671952,0.01112126021676099,0.8959285391028452,0.0014084682476250914,0.6633083871458814,0.02305915010806606,0.7598498258135116,0.00418405997954743,0.16421332359313964,0.0733377456665039
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=1.0 col=1.0 l2=1.0,LightGBM native categorical,1.0,0.03,25,200,15,1.0,1.0,0.8061782408538363,0.010763479491880262,0.8349310517465781,0.0032129048457802322,0.7187474752376704,0.016552432632733993,0.7583448437025282,0.005167424323466262,0.6696034737953436,0.025705611819773957,0.7327353424565252,0.009387196396312154,0.5324414715719062,0.03154468527773,0.5951505016722408,0.011408065485491998,0.5928330626954907,0.026241956099304513,0.6567245158126711,0.007660192932258988,0.8480474782209363,0.011273587606083012,0.8970579514697968,0.0015814804635820722,0.6629014093800437,0.024046242052258034,0.7614089611594845,0.004556685672860354,0.16542630195617675,0.06980776786804199
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=1.0 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.03,25,200,15,0.0,1.0,0.8024516903834666,0.012894032694613372,0.8354635567388125,0.003700509808984796,0.7117246480161155,0.01781714188062056,0.7571049632032949,0.00514111766399619,0.6640810872054357,0.0335659355794299,0.7375218602180285,0.01119080807102895,0.5183946488294314,0.03186924213932198,0.5901337792642141,0.010555005911745512,0.581838024389769,0.028758126378219503,0.6555604641361557,0.007938324461348583,0.8475331705685228,0.010670465432120886,0.8996229100674192,0.001702431083423338,0.662896111397707,0.022055368588254232,0.7656875214959964,0.004567654891584731,0.17021689414978028,0.06588129997253418
LightGBM native trees=100 lr=0.03 leaves=31 child=25 sub=0.8 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,25,100,31,0.0,0.8,0.8026289950685657,0.011461461673550645,0.8450923329557944,0.0015740326738493153,0.7054360407772426,0.014162451054591145,0.7660617539409248,0.003819572832971415,0.6740375211585367,0.03409246371030826,0.7672165179010422,0.005809700184546487,0.4983277591973244,0.02439409033954576,0.5976588628762542,0.00974214826998628,0.57259507568954,0.023519267190907557,0.6718287408091725,0.005197826458906031,0.8470404539870667,0.008944421032856887,0.9077242635550462,0.0008651987289718661,0.662816242946138,0.022259072583437643,0.7859619394760051,0.002514913250983738,0.16172962188720702,0.06343765258789062
LightGBM native trees=200 lr=0.03 leaves=15 child=25 sub=1.0 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,25,200,15,0.0,1.0,0.8052915598241768,0.01262344023877164,0.835064168150933,0.0035552748420324166,0.7175027308997657,0.01860534741871595,0.757901363045448,0.006354122941232794,0.6676571330936697,0.030424999854799926,0.7340627849268655,0.0078043624013292906,0.5304347826086957,0.03408090756617255,0.5934782608695652,0.01335072485365358,0.5908127986248101,0.02980606918239383,0.6562454566810374,0.00937403006574172,0.8480284059291702,0.011218237869387769,0.9009626996788764,0.0019481983446788477,0.6626263550963633,0.0218308126897917,0.7668833930399866,0.003375810212954144,0.16505718231201172,0.0720738410949707
LightGBM native trees=100 lr=0.1 leaves=15 child=10 sub=1.0 col=0.8 l2=0.0,LightGBM native categorical,0.8,0.1,10,100,15,0.0,1.0,0.8045813954587937,0.011811403586752284,0.8517485567653905,0.003082724827919729,0.7157374417928543,0.015251346205589173,0.7812208168755186,0.0067927457451189156,0.6673828524694253,0.03012496618914449,0.7689048221327802,0.0036654039786284606,0.5264214046822742,0.025081382286625636,0.6309364548494983,0.01493452412158267,0.5883586261293989,0.024721293446713512,0.6930277622873506,0.009361520293914578,0.846183562082637,0.01004905695316945,0.9232918285871697,0.002202328052779932,0.6618174555713787,0.022674711313495223,0.8088363526707318,0.0026323364210081705,0.11690058708190917,0.07654314041137696
LightGBM native trees=100 lr=0.03 leaves=31 child=10 sub=1.0 col=0.8 l2=1.0,LightGBM native categorical,0.8,0.03,10,100,31,1.0,1.0,0.8040485357785094,0.012002010958469225,0.842163604717024,0.0022421659887403357,0.7093933852687335,0.016392816214778894,0.7618252555499776,0.003644575643351262,0.6741851899610097,0.03293868153603427,0.7611155290248315,0.006827930771836526,0.5076923076923078,0.029643504757405115,0.5906354515050167,0.008030238932135747,0.5787591886446857,0.026781430074103996,0.665077261380009,0.0054205408798005195,0.8470194197143016,0.010068046327596766,0.9046362196944553,0.0013643024134900727,0.6617472842967708,0.021408479805136875,0.7795561970332668,0.0037014584413023388,0.16862959861755372,0.07275896072387696
LightGBM native trees=100 lr=0.03 leaves=31 child=10 sub=0.8 col=1.0 l2=0.0,LightGBM native categorical,1.0,0.03,10,100,31,0.0,0.8,0.801563748520491,0.011615719078146612,0.8505060057420293,0.00258021651158331,0.7062063994047065,0.015589833087639893,0.7731645881923941,0.005994469737313437,0.6677652541837198,0.03113874495509021,0.7798798153516582,0.003507280858285216,0.5030100334448161,0.027055181827634344,0.6083612040133779,0.013529657930547691,0.5734801755417935,0.025557340082523732,0.6834322594810416,0.008413586791528264,0.8466380158830494,0.010277040497753073,0.9151587109126155,0.0014594208261200048,0.6617124651330106,0.02110623991399686,0.8000612093655708,0.002647299943659497,0.15566225051879884,0.06571798324584961
