stage,model,architecture,activation,alpha,learning_rate_init,batch_size,max_iter,early_stopping,validation_fraction,n_iter_no_change,random_state,validation_accuracy_mean,validation_accuracy_std,train_accuracy_mean,train_accuracy_std,validation_balanced_accuracy_mean,validation_balanced_accuracy_std,train_balanced_accuracy_mean,train_balanced_accuracy_std,validation_precision_mean,validation_precision_std,train_precision_mean,train_precision_std,validation_recall_mean,validation_recall_std,train_recall_mean,train_recall_std,validation_specificity_mean,validation_specificity_std,train_specificity_mean,train_specificity_std,validation_f1_mean,validation_f1_std,train_f1_mean,train_f1_std,validation_roc_auc_mean,validation_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,validation_pr_auc_mean,validation_pr_auc_std,train_pr_auc_mean,train_pr_auc_std,validation_predicted_positive_rate_mean,validation_predicted_positive_rate_std,train_predicted_positive_rate_mean,train_predicted_positive_rate_std,fit_time_seconds_mean,fit_time_seconds_std,score_time_seconds_mean,score_time_seconds_std,n_iter_mean,n_iter_std,final_loss_mean,final_loss_std,best_internal_validation_accuracy_mean,best_internal_validation_accuracy_std,trainable_parameter_count_mean,trainable_parameter_count_std,convergence_warning_count_mean,convergence_warning_count_std,convergence_warning_fold_count,validation_pr_auc_train_gap
activation_diagnostic,MLPClassifier hidden=(16) activation=tanh alpha=0.001 seed=42,(16),tanh,0.001,0.001,64,500,True,0.15,20,42,0.7987241942881098,0.015407609063178809,0.8052448926435837,0.000995677430141605,0.70940384379478,0.024920213800922807,0.7172562081497875,0.011017472763844181,0.6548555060191048,0.04764422306756207,0.6691421859489788,0.016490318802855924,0.5190635451505016,0.05645738554116174,0.5297658862876254,0.03546806579808929,0.8997441424390586,0.02090435480867248,0.9047465300119496,0.013516206420668118,0.5765814000327835,0.03896821036374036,0.590149447096155,0.015335818265391484,0.8408690850033714,0.01660362473880937,0.8447377221596074,0.004058494598928925,0.6558796723648744,0.027325652185440332,0.6621067105607958,0.00601158415953165,0.21138658567913998,0.02609090290490396,0.21055303108306922,0.019328796477425653,0.2748809600016102,0.017861855993546002,0.021177280019037424,0.0010753558642173566,28.6,3.555277766926235,0.40611387485829453,0.004074039282814771,0.8106351550960118,0.009407198421323865,769.0,0.0,0.0,0.0,0,0.006227038195921408
