model,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,predicted_positive_rate,observed_positive_rate
Selected kNN k=101 uniform Manhattan,0.7921547745828896,0.7215936022547575,0.6170520231213873,0.57123745819398,0.8719497463155351,0.5932615491490101,0.8361056949920044,0.6276389316175781,0.24565140220092296,0.2653532126375577
kNN k=5 uniform Euclidean,0.7653532126375577,0.6909610112148008,0.5609584214235377,0.5324414715719064,0.8494805508576951,0.546328071379547,0.7816880137625539,0.5048596111924988,0.251863684771033,0.2653532126375577
