mean_predicted_probability,observed_churn_rate
0.01645242184156996,0.015957446808510637
0.03327035481114096,0.03019538188277087
0.055729066990774866,0.037300177619893425
0.09111850378883202,0.0975177304964539
0.13816545506675207,0.16518650088809947
0.19817119748627474,0.21492007104795738
0.2960413314759965,0.31382978723404253
0.43319902376728625,0.4369449378330373
0.5830290078970723,0.5861456483126111
0.7429090434707833,0.7553191489361702
