model,family,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,train_balanced_accuracy_mean,train_balanced_accuracy_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,test_roc_auc_mean,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,test_pr_auc_mean,test_pr_auc_std,train_pr_auc_mean,train_pr_auc_std,fit_time_mean,score_time_mean
XGBoost trees=100 lr=0.1 depth=2 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.1,2,1,100,1.0,1.0,0.8051144127432422,0.012238727447120876,0.8149628232844541,0.002625816746380728,0.715032114752161,0.015638906593594373,0.7273958824009379,0.004275399435169867,0.6707106882447724,0.03298651362536555,0.6943787446846199,0.007588737105909141,0.5230769230769231,0.025871678402426358,0.5408026755852843,0.009597555085138283,0.5874813810245815,0.025632180389303125,0.6079752821874752,0.006632979764109344,0.8498464365238046,0.011541068704246628,0.8637699965593478,0.002617944158519777,0.6691278686727665,0.02050174633865902,0.698413017483879,0.004029602721433718,0.0852696418762207,0.048623514175415036
XGBoost trees=100 lr=0.1 depth=2 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.1,2,1,100,1.0,1.0,0.8052915598241768,0.009944090927248433,0.8158947168645678,0.0031458536381857487,0.7166483221199061,0.012573616781171797,0.7294188019036352,0.00614184122375375,0.6693024890301218,0.02784993755853868,0.6953028788387936,0.007246467261984658,0.5277591973244147,0.022124194526476543,0.5451505016722409,0.01377950774210879,0.5898613312288473,0.020426275251775133,0.6110344504284887,0.009307777630050678,0.8495799299532244,0.011832789913389454,0.8641627194274246,0.002855363017242473,0.6691133230611443,0.02124623757066862,0.6991903278804117,0.005136562249843593,0.09349489212036133,0.04916667938232422
XGBoost trees=200 lr=0.03 depth=4 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.03,4,5,200,1.0,1.0,0.8047588577480571,0.011246456687722112,0.8269437820178765,0.0036347657926254708,0.7147905688584413,0.01418659924722226,0.7461788541477622,0.007545251724974881,0.6698480439369288,0.031508570850549034,0.7172554303749866,0.0049398383867667725,0.5230769230769231,0.02508138228662564,0.5740802675585284,0.016149032983957014,0.5870247146323514,0.02292832270558898,0.6376343440488295,0.011118185919636757,0.848963607592,0.011135054617992033,0.8847880607169607,0.0026986097723048683,0.6689814970321784,0.022119105524360083,0.7388157417753105,0.006813994102586549,0.18155522346496583,0.053337621688842776
XGBoost trees=200 lr=0.03 depth=4 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.03,4,1,200,1.0,1.0,0.8049363200373207,0.00910193701653224,0.8267663098849093,0.003863229004960943,0.7164063381139244,0.01346423409873832,0.7459512527131333,0.007136361779057698,0.6677690712542071,0.023246832665726233,0.7168314337337859,0.006399952658877704,0.5277591973244147,0.02568074089692636,0.5737458193979933,0.014447231482578744,0.5892778908965661,0.02156821032423519,0.6372924983764278,0.010746152505417937,0.8489174436492389,0.010510075756352698,0.885830781711145,0.0021906613771620572,0.6689319382773447,0.020647837731917487,0.7378564199790385,0.0048332298105604595,0.22441749572753905,0.052377939224243164
XGBoost trees=100 lr=0.1 depth=3 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.1,3,5,100,1.0,1.0,0.8068895084483714,0.012766022215172734,0.8230388733763057,0.003914813420829882,0.7179489538553205,0.017125154970029824,0.7399961626958594,0.006211065883071884,0.6736907604873739,0.03190610178524515,0.7101048600095721,0.009514281616168008,0.5284280936454848,0.028141383234732597,0.5630434782608695,0.01252060638617719,0.5920978786237066,0.028010744289248272,0.6280028460294085,0.009594257219109217,0.8483317315128496,0.011747588537856452,0.8779247673154013,0.0026216335665013783,0.6688954018292467,0.022098195546136908,0.7276617871647326,0.006100426033960119,0.11881556510925292,0.0517786979675293
XGBoost trees=100 lr=0.03 depth=4 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.03,4,5,100,1.0,1.0,0.8036931383874887,0.007028563257079421,0.8186458450022236,0.003403607958127928,0.7053051013791775,0.009828674148447136,0.7271250460583121,0.008121317090520459,0.6781803025330999,0.0196246006397257,0.7117787248826626,0.006797841951442861,0.49565217391304345,0.018122029677784694,0.5321070234113712,0.019026837862717746,0.5725570791476331,0.01653517497703911,0.6087574428847018,0.012386239322383506,0.8498330904618692,0.010420371925189208,0.8730977877502694,0.0026206835082608734,0.6687493476778641,0.020485759428629194,0.713378850747939,0.005532060287617771,0.12058992385864258,0.058799362182617186
XGBoost trees=100 lr=0.1 depth=3 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.1,3,1,100,1.0,1.0,0.8049363200373207,0.010008313180240674,0.823748909563729,0.004368542665508922,0.7164060460390831,0.01602544234957996,0.741280536534581,0.007215078276872601,0.6674686745109351,0.022878970595311077,0.7111035261403671,0.009245177447103464,0.5277591973244147,0.030899824648698566,0.5655518394648829,0.014175631740817894,0.5891360718619727,0.025500468343095398,0.6299582650919822,0.011167164830785,0.848021275981791,0.01177876882062506,0.8789794997319615,0.0025263247252618475,0.6687309109356543,0.02321255870197406,0.7269951062361243,0.004630372888950241,0.12832159996032716,0.05971989631652832
XGBoost trees=200 lr=0.1 depth=2 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.1,2,1,200,1.0,0.8,0.8031610667280272,0.011382379837071093,0.8200214927425327,0.003680120647943977,0.7154118457467387,0.01676406282911712,0.7375152253375206,0.006310240620120328,0.661677731914182,0.026660137293883553,0.7006527454261399,0.00728631733334332,0.5284280936454849,0.030285569023870938,0.561705685618729,0.012562969880262861,0.5873331241526328,0.026723209180550364,0.6234793256115251,0.009644178591093218,0.8480035107005183,0.011820924667082936,0.8739209304053019,0.0024929414253631677,0.6686875052830944,0.020066733962202703,0.7162702638262134,0.004305978753522104,0.13469109535217286,0.07465620040893554
XGBoost trees=200 lr=0.03 depth=2 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.03,2,1,200,1.0,0.8,0.8031609091238627,0.010890013019347847,0.8136315214290537,0.0028587340390441945,0.7109249583344006,0.014156316357860636,0.7241931770622367,0.0069016581022417044,0.6679339141720247,0.027954407886222825,0.6934258794247885,0.00514739815857414,0.51438127090301,0.023686864494482623,0.5336120401337793,0.01617325741220761,0.5809708318617463,0.023116938483464314,0.60296944665146,0.01060757299073476,0.8500473444526128,0.011900179511970945,0.8597717915281768,0.0027093575337218292,0.6686513342013786,0.020745800575643403,0.6900751948370103,0.005354891046187624,0.16154747009277343,0.06024746894836426
XGBoost trees=200 lr=0.03 depth=3 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.03,3,1,200,1.0,1.0,0.8035164641190479,0.008531827637471574,0.8181133892285075,0.003292758385891282,0.7109534131641277,0.011502510735612832,0.7311958678048163,0.0067126265829800325,0.6694299227938701,0.024034722977477937,0.7023135147352763,0.006286509624333595,0.5137123745819399,0.02121572110656013,0.5459866220735786,0.014759360644559358,0.5810664346653132,0.018924265917461606,0.6142584201006205,0.010236618141636128,0.8489230262837466,0.011140556015031946,0.8705666599447234,0.002583869926192049,0.6686404522062996,0.022002687800256812,0.7104010346671024,0.004771053270444192,0.13719310760498046,0.04997186660766602
XGBoost trees=100 lr=0.03 depth=4 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.03,4,1,100,1.0,1.0,0.8026283646519076,0.008618095009469872,0.8182464662580481,0.0038312848489427493,0.7039395840944129,0.012630007967559054,0.7272805388073336,0.00872235495688646,0.6753869940786512,0.02296611195547254,0.7095254572656454,0.006242005281362799,0.4936454849498328,0.023420924949848293,0.5334448160535118,0.019722518904204685,0.5701587310052221,0.021068035954552308,0.6088210996115407,0.013323311637854952,0.849185775443367,0.010095648702805741,0.8748351824999295,0.0022542868795035254,0.6685318552955394,0.021253282859090762,0.7153299771817524,0.005646325002888234,0.1126011848449707,0.056868886947631835
XGBoost trees=200 lr=0.03 depth=4 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.03,4,1,200,1.0,0.8,0.8054687069051113,0.011226095426680741,0.8280087624712342,0.0031721797486219906,0.7186915878401605,0.015095902704100276,0.7484526644852731,0.0062816270077447976,0.667006522726386,0.02817510224478272,0.7182938884719405,0.00660417913250789,0.5337792642140469,0.025958003895561528,0.5789297658862875,0.013836213774874666,0.5927627491085128,0.024269106081599007,0.6410334227789634,0.009152587877501636,0.8484723294058742,0.010052549500246878,0.8895234929747036,0.0019945036246084786,0.6685276892480237,0.020122226062749847,0.7459753339556683,0.004086724074059938,0.16834402084350586,0.04735784530639649
