model,family,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,train_balanced_accuracy_mean,train_balanced_accuracy_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,test_roc_auc_mean,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,test_pr_auc_mean,test_pr_auc_std,train_pr_auc_mean,train_pr_auc_std,fit_time_mean,score_time_mean
XGBoost trees=200 lr=0.03 depth=3 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.03,3,5,200,1.0,1.0,0.8035169369315416,0.010508217357259098,0.8176252301211818,0.004314166938877817,0.7103129716727845,0.013655505759449982,0.7299556316619006,0.008328654931533097,0.6705988928656271,0.03042540698049403,0.7020432714618471,0.0071148870794189144,0.5117056856187291,0.02439409033954576,0.5431438127090301,0.017294559831234634,0.5801181012106735,0.022611636886546337,0.6123507389497157,0.012891838048000342,0.8487586257564177,0.01134700741943916,0.8699669484506496,0.0025327178271913023,0.6685196771091321,0.02175294589789474,0.7095847773344917,0.005969611192717059,0.13844037055969238,0.044545316696166994
XGBoost trees=100 lr=0.1 depth=2 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.1,2,5,100,1.0,1.0,0.805114885555736,0.01157091236822496,0.8155840791087275,0.0029933432523746102,0.7163143120716329,0.012404087787894227,0.7293675597517862,0.006604189710481504,0.6695088629038631,0.03416029232643686,0.6940273920708933,0.006595420025830925,0.5270903010033445,0.018269565596986826,0.5456521739130434,0.015431802000079358,0.5895108835667429,0.020818328900770317,0.6108252647636552,0.009866097006248215,0.8495731311542439,0.012040158524680405,0.8641244184769843,0.003025734438163933,0.6684927084835616,0.02143889473006523,0.6990628710001252,0.005074094109412716,0.09511303901672363,0.05904126167297363
XGBoost trees=200 lr=0.03 depth=2 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.03,2,5,200,1.0,0.8,0.8044039331695301,0.012129260023696698,0.8134984542432171,0.0030083805567897616,0.7119849204006189,0.014559324854040148,0.7236752834010165,0.0068800096158529,0.6722386470462178,0.03363913648718025,0.6936698079690145,0.006302257691562178,0.5150501672240803,0.023554270049042137,0.5322742474916389,0.016088312335526,0.5829095100627881,0.023945645555649438,0.6022013045848873,0.010618281509578137,0.8500498510213174,0.012061809312111212,0.8596353388381596,0.0027079342837119653,0.6683083010980636,0.020497504095909617,0.6898174011670607,0.005519730421566781,0.1544443130493164,0.06615977287292481
XGBoost trees=100 lr=0.1 depth=4 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.1,4,1,100,1.0,1.0,0.8058237890878029,0.01042463164794682,0.8372384749425571,0.003439626908881508,0.7174376993129951,0.013791126873526596,0.7608232578846836,0.005618800812381565,0.6701343119245996,0.027106826662864354,0.7388572197525944,0.007509994550064951,0.5290969899665552,0.023497214809699376,0.5979933110367893,0.01103425530857767,0.5911076344917305,0.0223822463264909,0.6609587024153224,0.00850560925440704,0.8478199431280465,0.009314646825916227,0.9008773274144806,0.002457084673866099,0.668215104561279,0.021038926339978305,0.7689641659971143,0.004264139184506099,0.13115229606628417,0.06233820915222168
XGBoost trees=200 lr=0.1 depth=2 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.1,2,5,200,1.0,0.8,0.8052917174283414,0.013146866758121245,0.8209532091359806,0.0015922618234006543,0.7179300813271161,0.01755708800175524,0.7376687055782101,0.003677420392590335,0.6672481025787167,0.03268760510812409,0.7046004904198414,0.005242616841139037,0.5317725752508361,0.029079685778306545,0.560200668896321,0.009474391621548681,0.5916290929495552,0.02839660987004856,0.6240874171600297,0.005306098775365499,0.8478476067182372,0.011989902041822414,0.8730293045273454,0.002492083786295084,0.6680447425538024,0.019997001224701983,0.7159104979278341,0.004191101377432285,0.1351351261138916,0.050514936447143555
XGBoost trees=200 lr=0.1 depth=2 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.1,2,1,200,1.0,1.0,0.8051134671182553,0.008972755275178337,0.8187346548964844,0.002941826503891862,0.7171681367018101,0.011852272999720876,0.7347165992641219,0.005067205077619682,0.6676763523057768,0.02415564284253036,0.6995066680517701,0.007633280473319193,0.5297658862876253,0.021320906288306643,0.5556856187290969,0.011137676123977713,0.5905323214009501,0.019042846900410287,0.6192807729391714,0.0076868023890206945,0.8480005176660248,0.012045594382454726,0.8725934561190997,0.0024640975116706496,0.6679727798680041,0.019886655385777777,0.7155089144159843,0.003675974698972851,0.1277853012084961,0.0543330192565918
XGBoost trees=200 lr=0.03 depth=2 child=5 sub=0.8 col=1.0,XGBoost,1.0,0.03,2,5,200,1.0,0.8,0.8035158337023898,0.008870352270802183,0.8130103935729277,0.0024606729814115936,0.7118078219439872,0.011113617435279579,0.7238238084800268,0.00581861529306818,0.6684246409545369,0.02493501376668946,0.6913034115642205,0.006284266991414414,0.5163879598662207,0.01991020209516683,0.5337792642140469,0.014234688926441728,0.5823787377717284,0.01810399550061275,0.6022797813803328,0.008860586257827834,0.8495188062106092,0.01201233428844845,0.8598774723399674,0.002698661502333429,0.6679212210352032,0.02020872368228404,0.6902329603971173,0.005381237197176471,0.1588283061981201,0.05397181510925293
XGBoost trees=200 lr=0.03 depth=2 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.03,2,1,200,1.0,0.8,0.8038706006767523,0.00958133661128408,0.8133653772136767,0.0024529783306294515,0.7120493678377071,0.011968141073153088,0.7241188187725094,0.005686808956957048,0.6696190185938121,0.026442924131614722,0.6924054590837999,0.006084452613096919,0.5163879598662208,0.021003770525896418,0.5339464882943143,0.01375513359376505,0.5828196744267317,0.019513579378499263,0.6028164951685058,0.008704633268721517,0.8494521296270736,0.012030783969300797,0.860033069660919,0.002693414650979928,0.6678874762016137,0.019935979130273583,0.6907113909002401,0.005448396908622439,0.14389963150024415,0.04609160423278809
XGBoost trees=100 lr=0.1 depth=4 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.1,4,5,100,1.0,1.0,0.8047588577480571,0.012531195721723587,0.8330230466695896,0.00459834806481103,0.7160720359908099,0.01660168461323369,0.7551234120053636,0.0076187517734022814,0.6675690018267051,0.03162127265462559,0.7295444480473561,0.009452815798966712,0.5270903010033445,0.027465505241000398,0.5891304347826087,0.014850025601534006,0.5888471923075713,0.026964218764742677,0.6517893189851292,0.01153481393761515,0.8480567327929969,0.011458612782301333,0.8945993165554398,0.003273588393604569,0.6676429145973768,0.021479875080927264,0.7589674716538377,0.0061135254959505635,0.10852890014648438,0.04728035926818848
XGBoost trees=100 lr=0.1 depth=3 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.1,3,5,100,1.0,0.8,0.8072431721935821,0.012694622956888087,0.8245031439805064,0.002070455236502713,0.7205403429497851,0.02010488995264662,0.7422211537479486,0.004856238848194112,0.6712088426135226,0.027897097963556133,0.7129614523473061,0.003961227397942694,0.5357859531772575,0.03780299973496935,0.5668896321070235,0.011329354304986161,0.5955128762939312,0.0316324552511778,0.631520285238911,0.007087629995772004,0.8476875072127346,0.011236043401591678,0.8782213054712587,0.0022967050263548202,0.6674613463421339,0.020428762394019744,0.7269875834935717,0.004697492540574354,0.10073490142822265,0.05236892700195313
XGBoost trees=100 lr=0.1 depth=3 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.1,3,5,100,1.0,1.0,0.8038707582809168,0.011115426462379433,0.8229058652526907,0.004071767912161632,0.713331127044917,0.014596081077305693,0.7391578109285388,0.007985397506088803,0.6675595177260217,0.02831826820714962,0.7110050374247201,0.010387656841297749,0.5204013377926422,0.024172991303802863,0.5607023411371237,0.018269565596986826,0.5846758411045289,0.023775699398799286,0.6267647057340022,0.011886119157412972,0.8479916440611485,0.011345418359794605,0.8773912366395029,0.002306849769211154,0.6672718256358661,0.021944679475377545,0.7263893268509245,0.004080889731491181,0.10213851928710938,0.0449885368347168
XGBoost trees=200 lr=0.1 depth=2 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.1,2,1,200,1.0,1.0,0.8036942416166404,0.011766600536003787,0.8186459040644456,0.0029306743018089913,0.7159882779132556,0.01637330216223042,0.7341221068281231,0.0039798817076551135,0.6632991777970192,0.02928135760519855,0.7001151198628857,0.009175449395711546,0.5290969899665552,0.02872362615864063,0.5540133779264214,0.008730954837596408,0.5883757974356808,0.026292278327596872,0.6184828143979698,0.006211576266898829,0.8477129670542899,0.011986574319296119,0.8721264266716,0.0025475444121369146,0.6671239141020201,0.01998713451059237,0.7144630052468282,0.0035307217286057995,0.12753605842590332,0.056654739379882815
XGBoost trees=100 lr=0.1 depth=4 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.1,4,1,100,1.0,1.0,0.8049364776414851,0.012229311207905507,0.8352416698150111,0.004204566496834511,0.7159794257988359,0.017363747657517102,0.7575414214759514,0.007632253087797389,0.6684453714307373,0.031089804362314892,0.735469182572672,0.00722581648962945,0.5264214046822742,0.031416772082454504,0.5919732441471572,0.01539914974343995,0.5886180499843052,0.027975566032927675,0.6558890493366536,0.011329173702820605,0.8476488356245969,0.010911454602297258,0.8992676334048275,0.0027612220681995313,0.6661848932086247,0.019486802202582035,0.7656313678538132,0.0062483722469409975,0.10606403350830078,0.049138545989990234
XGBoost trees=100 lr=0.03 depth=3 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.03,3,1,100,1.0,0.8,0.8013858134187337,0.009284760141655343,0.811590409791414,0.0033857110751989157,0.6960433295273735,0.011916229318733552,0.7121216217778402,0.008324447886422727,0.682201226078534,0.027296691761495864,0.7040941741241196,0.004601341432060093,0.47157190635451507,0.01972960696154198,0.5001672240802676,0.01918636723647285,0.5574869464105954,0.020788490867153557,0.5846638983218087,0.013388449408579957,0.8487208269738679,0.011311022545661107,0.8624411153746753,0.0025496486831845487,0.6661565880556852,0.018111129726015744,0.6930504552999646,0.005020903711822617,0.12666964530944824,0.051144886016845706
XGBoost trees=100 lr=0.1 depth=4 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.1,4,1,100,1.0,0.8,0.8040490085910029,0.010541866046631838,0.8396345997520568,0.0035732569428335035,0.7147345354235108,0.015272050465485007,0.7642701143649071,0.004580498969937969,0.6665609494838775,0.02814276997939436,0.7437516317563576,0.0089698533748943,0.5244147157190635,0.029110441668212615,0.6036789297658862,0.00730828541251243,0.586594922790363,0.024729489755243195,0.6664189651173246,0.007376668775852329,0.8462741404496285,0.01006053917259432,0.9050686974783423,0.0013455614620702238,0.6661239307435677,0.020872425226388377,0.777388775488,0.0032454371159273254,0.12043185234069824,0.057256031036376956
XGBoost trees=100 lr=0.1 depth=4 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.1,4,5,100,1.0,1.0,0.8022740704900387,0.011023427242850919,0.8351972550241772,0.003567447149383685,0.7126722511376314,0.014853536081441665,0.7589532805976184,0.006813544028870154,0.6624153879263965,0.030883185649217177,0.7327579059754388,0.006756097804535468,0.5217391304347826,0.02798194068675836,0.5964882943143812,0.014487821817585622,0.5832352524378595,0.023922823418095745,0.6575502180458225,0.009936600607938032,0.8474138155033757,0.010629935103528228,0.8960333132611344,0.002190965001462154,0.6660581940781934,0.020188516320073888,0.7623101043737213,0.005556289048864251,0.13238825798034667,0.0649479866027832
XGBoost trees=100 lr=0.1 depth=4 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.1,4,5,100,1.0,0.8,0.8061785560621655,0.011104060645237336,0.837060973278479,0.003626712709047306,0.7189614425261869,0.016229838477503797,0.7610229248057863,0.005322660787958645,0.6695952512658447,0.028315839553154847,0.737676604088106,0.008634331999988315,0.5331103678929765,0.030696438543367916,0.5989966555183946,0.009844940487983293,0.5931936401079397,0.025789536458070413,0.6611064125857299,0.008251315705469631,0.8463925191642613,0.010237219811316986,0.8966421942914721,0.002140364325060224,0.6659359368211974,0.018479866526814864,0.7635556663368159,0.005971991890014687,0.12477917671203613,0.05313291549682617
XGBoost trees=100 lr=0.1 depth=4 child=5 sub=0.8 col=1.0,XGBoost,1.0,0.1,4,5,100,1.0,0.8,0.8060010937729019,0.01374022347277479,0.8369720354160707,0.002518317008845316,0.7194821333326145,0.019482960272907107,0.7616033815920065,0.0029581265868447613,0.6686393854987773,0.03533897083825987,0.7362908487743584,0.008468430781201321,0.5351170568561873,0.03663696036823855,0.6010033444816053,0.006441926516474305,0.5938083865206866,0.030601929081587112,0.6617549648480651,0.004635270509399778,0.8468869647506303,0.010737037547474895,0.8979701002237628,0.0018447099845530057,0.665909304291382,0.021756770156410556,0.7656585450384438,0.005402617498274145,0.13727822303771972,0.06177225112915039
XGBoost trees=200 lr=0.03 depth=2 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.03,2,5,200,1.0,1.0,0.8042255252552792,0.010709325843260117,0.8117678425495665,0.002290825520427699,0.7080179936076052,0.014405520857680956,0.7185982930674539,0.006265204415826205,0.6767207295120395,0.028754537646723796,0.6939779706685338,0.005130874237903534,0.5030100334448161,0.025259140586620994,0.5200668896321071,0.015543745871066564,0.5767860771728361,0.02382414123016361,0.5944053638385922,0.009728032661522982,0.8491443828703791,0.0117605763012954,0.8594842650480482,0.002834942310394391,0.6657539978198166,0.020347069301074102,0.6886830383959465,0.005541307659082491,0.1363832950592041,0.05457324981689453
XGBoost trees=200 lr=0.03 depth=2 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.03,2,1,200,1.0,1.0,0.8038707582809167,0.010799271981769012,0.8120784310868885,0.0023371522818267246,0.7077764477138853,0.01458202103250736,0.7193438428777155,0.006793321703937393,0.675465135318942,0.02885994540768974,0.6941895911435824,0.004441681508983104,0.5030100334448161,0.025435656644590677,0.5217391304347826,0.016847359263887852,0.5763424218048014,0.024114230981946448,0.5955525294880368,0.01053679708332238,0.8491702222138604,0.011792905144441462,0.8595937715074304,0.0028084866483128984,0.6656790437811125,0.020591679038132207,0.6890566048968514,0.0056172014294627376,0.14044713973999023,0.05524921417236328
XGBoost trees=200 lr=0.1 depth=2 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.1,2,5,200,1.0,1.0,0.8036948720332987,0.01278428857897301,0.8207315092425487,0.0032927161706170537,0.7151341612082373,0.01587194912757692,0.7371972630503975,0.005661969043115042,0.6648697029841709,0.034495275235441276,0.7043655950730818,0.008164612789423369,0.5264214046822743,0.025610956145921918,0.5591973244147157,0.012155706919990794,0.5873086712680877,0.02599792131096197,0.6233603944272472,0.008615974645366902,0.8473335970016983,0.012263659106529837,0.8723612756081323,0.0027877092554178685,0.6656786152939501,0.019608271120202476,0.7164749826877334,0.003676866602814722,0.12132959365844727,0.0429443359375
XGBoost trees=100 lr=0.03 depth=3 child=5 sub=0.8 col=1.0,XGBoost,1.0,0.03,3,5,100,1.0,0.8,0.8012086663377993,0.009472788333257829,0.8119454032758664,0.0030103769522195835,0.6957093194791002,0.0123371664359532,0.7122563665409976,0.007467702543078175,0.6820615413650211,0.028850851796380715,0.7055989645035877,0.003053987376853742,0.47090301003344487,0.02150894339908165,0.4998327759197324,0.017114140805352153,0.5568809257173077,0.021523450748533346,0.5849995531592789,0.011989484876913968,0.8485443126669185,0.011403626801673806,0.862295678922734,0.0026665036664700495,0.6656025291515674,0.01827693514221104,0.6927196841387239,0.0050430765509748045,0.11146249771118164,0.05216541290283203
XGBoost trees=100 lr=0.1 depth=4 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.1,4,1,100,1.0,0.8,0.8031610667280272,0.010727154947350322,0.8383477126874904,0.002972033354664521,0.7145580211165617,0.01618450654269215,0.762486235817884,0.004621121888262046,0.6633712016285509,0.028466188639774133,0.7409984931128842,0.006844006869499904,0.525752508361204,0.0324535370453731,0.6008361204013378,0.008905369201133351,0.5860201922459061,0.025515267107716205,0.663565715882316,0.007027729791062834,0.8467458002910238,0.010469304875439855,0.902811960881569,0.00138064963252371,0.6655348705331328,0.022214734382259838,0.7726740788128831,0.003954012400930915,0.10818662643432617,0.05311450958251953
XGBoost trees=100 lr=0.03 depth=3 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.03,3,1,100,1.0,0.8,0.8017410532055897,0.008504258710227556,0.8107917113652844,0.0025785723072452678,0.6960716383196799,0.010892113998426224,0.7097085765880002,0.007537708371912682,0.6840780035538367,0.02694198237919774,0.7045886613885732,0.004764990085008327,0.47090301003344487,0.019317095756780815,0.4943143812709031,0.018503780861034193,0.557563247837896,0.019024357526022783,0.5807792739826653,0.012048568769745981,0.8487026201613969,0.011534573935099197,0.862151439935667,0.0026440052692923697,0.665432956287051,0.018768602575734893,0.6923631509301624,0.005840246746888627,0.10725202560424804,0.04794645309448242
XGBoost trees=200 lr=0.03 depth=2 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.03,2,1,200,1.0,1.0,0.804580607437971,0.0092530938826348,0.8123890786864326,0.002944706189415664,0.7086867438912547,0.011351969063673473,0.719395057672358,0.007595337092259298,0.6775471035060687,0.02663795702771236,0.6955021674961739,0.005207424699833965,0.5043478260869565,0.01999988814411511,0.5212374581939799,0.018108136557032174,0.5779639862904656,0.01892691834338601,0.5956996755576857,0.01181750501635555,0.8489633018414138,0.011847855176434077,0.8598066613222459,0.0029864190528682577,0.6653205310724813,0.02113072079497293,0.6894819711071357,0.005320583413688534,0.13210763931274414,0.0514862060546875
XGBoost trees=200 lr=0.03 depth=2 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.03,2,5,200,1.0,1.0,0.8042255252552792,0.008964509921713867,0.8118122671841043,0.0029512674277854655,0.707590935255096,0.011192833038940982,0.7182546641090626,0.0075982801386724206,0.6778960727370074,0.027517489520218888,0.6947256477619359,0.005840800229127126,0.5016722408026756,0.021880170212436274,0.518896321070234,0.018254252908354755,0.5761717634529988,0.01850004777266129,0.5938729366390654,0.011791609637681494,0.8489374600558349,0.011689034412246653,0.8596964905966505,0.0029733816829496614,0.6650273507303068,0.020607095353320445,0.6891607421922622,0.005408460743083189,0.13344964981079102,0.05564303398132324
XGBoost trees=100 lr=0.03 depth=3 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.03,3,5,100,1.0,0.8,0.8017408956014254,0.008263493859715337,0.8107029408458379,0.0026923750444866057,0.6954306126786542,0.011140511469910984,0.7091674391219387,0.0075550986468587095,0.6850557279080917,0.025755245201883725,0.7051152194474462,0.004755858076835828,0.4688963210702341,0.020442417110282447,0.49280936454849494,0.01833068843618024,0.5564675599905234,0.019457139137210908,0.5799264243548565,0.012129242146478331,0.8487542431685403,0.01134907651788616,0.8620551408004836,0.002739107557296346,0.6650127593880129,0.01856911027190946,0.6921717019941678,0.005854752326191182,0.12599124908447265,0.05848565101623535
XGBoost trees=200 lr=0.1 depth=2 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.1,2,5,200,1.0,1.0,0.8024516903834666,0.012697134356698538,0.82011018451235,0.002393043553310774,0.7136474328643511,0.016454504923345412,0.7360800859347372,0.004649312055894429,0.6617244569239477,0.033302153593109375,0.7034011494778907,0.0062161682333460744,0.5244147157190635,0.028013901794477474,0.5570234113712373,0.010751871174366892,0.5847708116586678,0.02655818878514469,0.6216390124832274,0.006949568760341855,0.8472228752390496,0.012308911807715596,0.8718860902286878,0.0029035756343966236,0.6648786880784769,0.018923013371925562,0.715758693175612,0.00392012654813601,0.12767534255981444,0.05025463104248047
XGBoost trees=200 lr=0.1 depth=3 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.1,3,1,200,1.0,1.0,0.8033401050589362,0.011609011139400311,0.8344428631081415,0.003288116909783863,0.7155332028432811,0.01400850449919712,0.7571580901965128,0.005005372578085645,0.6627302919515727,0.03091249810717276,0.7325130639051417,0.007844985704509365,0.5284280936454849,0.021257857634877184,0.5924749163879598,0.009615021077903031,0.5878399835711936,0.023158987347913135,0.6550547980914321,0.007633652460419917,0.8449804852978804,0.012221156032314167,0.8962165695182687,0.0026102899154873153,0.6645668968885472,0.0208862181445211,0.7607658973664765,0.005194918733728918,0.16849589347839355,0.05716691017150879
XGBoost trees=200 lr=0.1 depth=3 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.1,3,1,200,1.0,1.0,0.8024516903834666,0.011823792677343828,0.8336442237442337,0.003882646289118774,0.7136472868269305,0.014657278333012854,0.7552257868802358,0.005530325110139412,0.6617246313115612,0.031586016796680584,0.7322690789905449,0.009087654196667896,0.5244147157190635,0.0239685255748079,0.5881270903010034,0.009701879400909904,0.5848448032939811,0.023845547405289963,0.6523035009505425,0.008685687292557179,0.8447078935091612,0.011790683666354967,0.8955993166033227,0.002030123199214745,0.6643149444011305,0.017950391614919868,0.7601989324656369,0.004147786617107234,0.1468134880065918,0.05563697814941406
XGBoost trees=100 lr=0.03 depth=3 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.03,3,5,100,1.0,1.0,0.802272967260887,0.009914255696554158,0.8108804129788052,0.002795087536700187,0.6966476323739348,0.01643141317296722,0.7095018964015425,0.007215137846973408,0.6851303206712717,0.025825079295873226,0.7054100116268023,0.006312918112303846,0.47157190635451507,0.032632270013780516,0.49347826086956526,0.0173896963496397,0.5581637985900649,0.028529745761449087,0.5805080141310537,0.011650462269191112,0.8478105835458007,0.011011261011898832,0.8619244113630735,0.0026794610084972127,0.6639804757656445,0.019577128437763523,0.6919090482086329,0.005876566487996072,0.10878558158874511,0.052388477325439456
XGBoost trees=200 lr=0.1 depth=3 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.1,3,5,200,1.0,1.0,0.8042267860885957,0.012645643420020086,0.8335110384339535,0.0035911549638694444,0.7163504507164147,0.015824517285114758,0.7563102475829979,0.005478672847065076,0.6651310820669188,0.03199149468453105,0.7297039001655785,0.007978497054134972,0.5290969899665552,0.024430745642474466,0.5918060200668898,0.01021847231936602,0.5892049307153536,0.025811359852882996,0.6535260492776713,0.008380570219883142,0.8446286567306128,0.011228992181246336,0.8926724779859946,0.0026110953553484593,0.6638430211462417,0.017194590215936313,0.7568256159345069,0.006305050471765784,0.17178425788879395,0.06174731254577637
XGBoost trees=200 lr=0.1 depth=3 child=5 sub=0.8 col=1.0,XGBoost,1.0,0.1,3,5,200,1.0,0.8,0.8063558607472643,0.009968413277213758,0.8350195564860261,0.0020816165916348866,0.7190819233982054,0.012401650000512911,0.7582982649021577,0.0038450383327306593,0.670262779016649,0.02662889627631787,0.7331808571221604,0.00634840251667754,0.5331103678929765,0.020573319731410956,0.5948160535117057,0.009168394757105555,0.5936541690859093,0.020103742267680646,0.6567281987245941,0.005449209167258112,0.8442721100312938,0.011402504205931833,0.8952429920636579,0.001744193494445971,0.6637369756844311,0.019349209373802013,0.7604142957192332,0.003542886082623665,0.16898784637451172,0.055224370956420896
XGBoost trees=100 lr=0.03 depth=3 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.03,3,5,100,1.0,1.0,0.8010304160277132,0.008251798721515755,0.8104811228279623,0.002859195718388175,0.6947338456775395,0.012128855744830786,0.7076277846689879,0.008437833432369838,0.682865112940301,0.025439560552602207,0.7068949245845259,0.00539173152739572,0.46822742474916385,0.02448562570932861,0.4884615384615385,0.020774857999303384,0.5551114082848423,0.021059480331264542,0.5774215797711328,0.013653349550929283,0.847992968654743,0.011390398031951507,0.8617337348830787,0.00260525378903457,0.6636847651994925,0.02163923213883035,0.6913610471082196,0.005613279320732378,0.10554537773132325,0.061824893951416014
XGBoost trees=100 lr=0.03 depth=3 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.03,3,1,100,1.0,1.0,0.8022728096567222,0.00951199681555418,0.8104811326716657,0.003513661689278273,0.6960066067329091,0.01568647522296415,0.7086959692369197,0.008363470449226527,0.6863591646916782,0.02548865513258466,0.7048488797226895,0.007283419802791779,0.4695652173913044,0.03155886585173365,0.4918060200668896,0.01951154631474394,0.5571394042978441,0.02732434513469077,0.5791286434596141,0.013482059444768062,0.8478142315507995,0.01098384752840674,0.8620516322768953,0.0027356584238157305,0.6636137901414236,0.020151889537324708,0.6918881249033177,0.006038574408563767,0.12863149642944335,0.057264280319213864
XGBoost trees=100 lr=0.03 depth=3 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.03,3,1,100,1.0,1.0,0.8015631181038329,0.0077182186292933585,0.8105255179313889,0.003397891345606943,0.6950961645181193,0.010677635151673592,0.7073375289186715,0.008509661267191274,0.6848736718229802,0.024664843939104307,0.7075788981200241,0.005801314873244219,0.4682274247491639,0.021046331401407735,0.4874581939799332,0.0199270489762759,0.5558573361031223,0.018618927557120492,0.5770028078870391,0.013921893526527427,0.8478636615545364,0.011303633184198048,0.861890877985308,0.0026593496050451764,0.6634374827966806,0.021844422335729197,0.6914577512087277,0.00539904754217051,0.11203641891479492,0.0578770637512207
XGBoost trees=200 lr=0.1 depth=3 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.1,3,1,200,1.0,0.8,0.8038710734892458,0.010558072677461007,0.8373713452543209,0.002308037295839757,0.7152549341550971,0.012257532601108607,0.7626762659876917,0.0038238210785891506,0.6658977031588538,0.031178903260705403,0.7361374459309321,0.006254038434848629,0.5264214046822743,0.022144408504678043,0.6035117056856187,0.0084012419311575,0.5875272253426683,0.019793824174256618,0.6632141471464663,0.005583519343040623,0.8431177867893123,0.01204142670202007,0.8999417037376027,0.0011063303718374146,0.662954314645938,0.02148119172722131,0.7679740649033437,0.0033499648681442444,0.17310152053833008,0.06061568260192871
XGBoost trees=200 lr=0.1 depth=3 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.1,3,1,200,1.0,0.8,0.8026291526727303,0.013537867659590237,0.8359958550132702,0.0038492835749484654,0.7124865926414216,0.017495526510938116,0.7588559338369754,0.006381355030123203,0.664213941458112,0.03636281877066365,0.73656984715244,0.006383900530973082,0.5204013377926421,0.030329856986634453,0.5944816053511707,0.011824528113487416,0.5831004669724164,0.0281505813079417,0.6579191018306798,0.009681218943056466,0.8432164455679654,0.012020723580401236,0.8982536346942916,0.002236566274546567,0.6619359794226531,0.0221002044007723,0.7643426317561361,0.005206545530953363,0.15688810348510743,0.05419411659240723
XGBoost trees=200 lr=0.1 depth=3 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.1,3,5,200,1.0,0.8,0.8031612243321918,0.010274640546557494,0.8335552563507147,0.0012268705433284538,0.713916995475536,0.014181402603061688,0.755485657893393,0.0038057206272238673,0.6643322867984018,0.02844833626926059,0.7314203242288339,0.0033863075281790915,0.5237458193979933,0.027465505241000394,0.5891304347826087,0.009730659883596093,0.5852450882129416,0.022452094735020522,0.6525461965158034,0.005152912849824129,0.8439024302209273,0.011579488038848501,0.8936824147842358,0.001913964378653215,0.6608851128835209,0.020465247172449193,0.7578585464134906,0.003811422346098873,0.1452955722808838,0.05033884048461914
XGBoost trees=200 lr=0.1 depth=3 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.1,3,5,200,1.0,1.0,0.8003210396831527,0.012587383659556745,0.8324461367302248,0.003170850783043846,0.7115561095990622,0.015906640164502227,0.7535023951163992,0.00482426344390082,0.6555632085763554,0.031185577088528794,0.7298538248586902,0.008576994404853438,0.5224080267558529,0.024703926839624586,0.5852842809364549,0.009850619715734563,0.5813075029376996,0.02580940397328659,0.6495649833784627,0.007343981034496754,0.8432627672702144,0.011513045979919279,0.8913387382895724,0.0028234731011811164,0.6606277854384408,0.018711461815610494,0.7546773400093583,0.005720039484054747,0.15430617332458496,0.05576658248901367
